Instance,Terminal,Layer,X location,Y location,Voltage
_24_,VPWR,li1,17.0200,35.3600,1.799976
_23_,VPWR,li1,20.2400,35.3600,1.799978
_22_,VPWR,li1,14.2600,35.3600,1.799975
_21_,VPWR,li1,19.0900,29.9200,1.799986
_20_,VPWR,li1,29.4400,29.9200,1.799978
_19_,VPWR,li1,33.8100,35.3600,1.799960
_18_,VPWR,li1,33.3500,35.3600,1.799960
_17_,VPWR,li1,30.5900,35.3600,1.799964
_16_,VPWR,li1,29.6700,35.3600,1.799964
_15_,VPWR,li1,26.4500,35.3600,1.799971
_14_,VPWR,li1,27.3700,35.3600,1.799967
_13_,VPWR,li1,37.9500,29.9200,1.799974
_12_,VPWR,li1,38.8700,29.9200,1.799974
_11_,VPWR,li1,41.1700,29.9200,1.799974
_10_,VPWR,li1,36.1100,24.4800,1.799999
_09_,VPWR,li1,36.5700,29.9200,1.799975
_08_,VPWR,li1,34.2700,29.9200,1.799976
_07_,VPWR,li1,29.6700,29.9200,1.799978
_06_,VPWR,li1,22.7700,29.9200,1.799984
_05_,VPWR,li1,24.1500,29.9200,1.799984
